instance,candName,targName,conf,realConf
7 RF,105,779,0,0
7 NB,105,779,0,0
7 LogReg,105,779,0,0
7 LinReg,105,779,0,0
7 name_name_jac_qgm_3_qgm_3,105,877,0.02040816326530612,0
7 name_name_cos_dlm_dc0_dlm_dc0,105,877,0.0408248290463863,0
7 name_name_mel,105,877,0.5429018139839172,0
7 name_name_lev_dist,105,877,47,0
7 name_name_lev_sim,105,877,0.18965517241379315,0
7 description_description_jac_qgm_3_qgm_3,105,877,nan,0
7 description_description_cos_dlm_dc0_dlm_dc0,105,877,nan,0
7 price_price_exm,105,877,nan,0
7 price_price_anm,105,877,nan,0
7 price_price_lev_dist,105,877,nan,0
7 price_price_lev_sim,105,877,nan,0
7 DecisionTree,105,877,0,0
7 SVM,105,877,0,0
7 RF,105,877,0,0
7 NB,105,877,0,0
7 LogReg,105,877,0,0
7 LinReg,105,877,0,0
7 name_name_jac_qgm_3_qgm_3,105,655,0.0,0
7 name_name_cos_dlm_dc0_dlm_dc0,105,655,0.0,0
7 name_name_mel,105,655,0.5439315438270569,0
7 name_name_lev_dist,105,655,52,0
7 name_name_lev_sim,105,655,0.1333333333333333,0
7 description_description_jac_qgm_3_qgm_3,105,655,0.0,0
7 description_description_cos_dlm_dc0_dlm_dc0,105,655,0.0,0
7 price_price_exm,105,655,0,0
7 price_price_anm,105,655,0.6438320885912954,0
7 price_price_lev_dist,105,655,5,0
7 price_price_lev_sim,105,655,0.16666666666666663,0
7 DecisionTree,105,655,0,0
7 SVM,105,655,0,0
7 RF,105,655,0,0
7 NB,105,655,0,0
7 LogReg,105,655,0,0
7 LinReg,105,655,0,0
7 name_name_jac_qgm_3_qgm_3,105,249,0.0,0
7 name_name_cos_dlm_dc0_dlm_dc0,105,249,0.0,0
7 name_name_mel,105,249,0.5360978841781616,0
7 name_name_lev_dist,105,249,53,0
7 name_name_lev_sim,105,249,0.10169491525423724,0
7 description_description_jac_qgm_3_qgm_3,105,249,0.0,0
7 description_description_cos_dlm_dc0_dlm_dc0,105,249,0.0,0
7 price_price_exm,105,249,0,0
7 price_price_anm,105,249,0.9377930603313536,0
7 price_price_lev_dist,105,249,3,0
7 price_price_lev_sim,105,249,0.5,0
7 DecisionTree,105,249,0,0
7 SVM,105,249,0,0
7 RF,105,249,0,0
7 NB,105,249,0,0
7 LogReg,105,249,0,0
