_id,ltable.id,rtable.id,gold
477,1459,1236,0
478,1107,246,0
479,1577,60,0
480,2392,2081,0
481,666,589,0
482,2137,2037,0
483,1458,1459,0
484,2336,1391,1
485,1017,1977,1
486,391,428,0
487,1347,340,0
488,2318,220,0
489,1954,881,0
490,1247,1490,0
491,1086,2101,0
492,490,526,0
493,1834,184,0
494,639,2276,0
495,2448,28,1
496,847,955,0
497,1540,1912,0
498,1959,1970,1
499,2119,1182,0
500,1442,2020,0
501,2318,1601,0
502,2143,1073,1
503,385,1855,0
504,1088,42,0
505,169,1987,1
506,2395,1873,0
507,509,2061,0
508,1738,1884,0
509,75,719,1
510,2148,551,0
511,1662,225,0
512,111,760,0
513,336,2026,0
514,2570,367,0
515,1689,1048,0
516,306,1600,0
517,2318,1570,0
518,2183,2261,0
519,783,1630,0
520,1163,127,0
521,1969,1884,0
522,1119,1873,0
523,687,196,0
524,1972,1477,0
525,2098,1697,0
526,101,1922,0
527,1982,2102,1
528,1892,1962,0
529,110,1723,0
530,2561,1715,0
531,2137,2078,0
532,768,1954,0
533,2224,1522,0
534,94,346,0
535,1560,1785,0
536,1542,577,0
537,1350,429,0
538,1849,715,0
539,631,1190,1
540,1347,1992,0
541,264,646,0
542,2216,851,1
543,1385,1755,0
544,676,1865,0
545,976,1186,1
546,1986,2210,0
547,28,1176,1
548,2527,286,1
549,300,1202,0
550,55,1694,1
551,1109,65,1
552,2110,211,0
553,127,571,0
554,1156,1726,1
555,1304,1179,0
556,1481,1444,0
557,2152,1669,0
558,1496,1114,0
559,1021,1159,0
560,2486,1577,0
561,1658,1408,0
562,543,204,1
563,1050,932,0
564,1163,1751,0
565,707,1569,1
566,1188,1009,0
567,1347,304,0
568,105,469,0
569,977,1909,0
570,1163,986,0
571,1063,105,1
572,1967,1274,0
573,410,973,1
574,2546,1746,0
575,2087,491,1
576,1597,1360,1
577,1157,1671,0
578,1788,894,0
579,952,752,1
580,2561,1881,0
581,272,299,0
582,1480,287,0
583,903,1266,0
584,916,2138,0
585,1655,1898,0
586,275,626,0
587,14,889,0
588,1091,518,0
589,131,226,0
590,471,2234,0
591,854,1063,0
592,1812,617,0
593,1923,1733,1
594,1107,1667,0
595,2046,582,1
596,359,547,1
597,2602,1939,0
598,998,715,0
599,2418,230,0
600,1533,1640,1
601,17,623,0
602,2220,195,0
603,2289,1877,1
604,715,70,0
605,556,2226,0
606,1361,2245,0
607,2528,506,1
608,843,1836,0
609,1642,2207,0
610,1592,1110,1
611,1836,1846,0
612,2181,593,0
613,1153,1268,0
614,2014,1526,1
615,1372,502,1
616,998,2061,0
617,2541,119,1
618,248,219,0
619,1440,361,0
620,1021,1667,0
621,2575,1525,0
622,2428,683,1
623,1401,1863,0
624,1215,328,0
625,1951,1423,0
626,705,2133,0
627,2610,228,0
628,2231,855,0
629,816,249,0
630,394,98,1
631,973,4,1
632,418,1529,1
633,2392,1205,0
634,690,1577,0
635,558,932,0
636,2392,1837,0
637,2532,370,0
638,1771,879,0
639,1738,1939,0
640,1279,1167,0
641,2415,1194,0
642,1028,339,0
643,14,2106,1
644,2359,450,0
645,278,164,1
646,1021,2239,0
647,2008,1787,0
648,438,1371,0
649,262,2043,1
650,2236,2060,1
651,1799,1912,0
652,253,1125,0
653,229,379,0
654,1664,2027,0
655,968,527,0
656,135,1423,0
657,1971,886,1
658,2013,1758,0
659,2295,2241,0
660,1365,1601,0
661,2395,2,0
662,821,2207,0
663,159,1771,0
664,548,407,0
665,658,232,0
666,1291,2109,1
667,1098,1715,0
668,291,688,0
669,1400,1135,0
670,2351,933,0
671,2550,2101,0
672,448,238,0
673,2290,2152,0
674,2249,1088,0
675,1979,1675,0
676,2497,1318,0
677,826,1772,0
678,1010,1846,0
679,234,1591,0
680,973,1898,0
681,2364,307,1
682,2486,1444,0
683,657,640,0
684,20,742,1
685,955,1992,0
686,1866,1707,0
687,7,87,0
688,1508,1404,1
689,2303,611,0
690,716,2012,1
691,687,207,0
692,2123,1051,0
693,379,1453,0
694,542,952,0
695,76,1649,0
696,1274,996,0
697,1905,342,0
698,2144,589,0
699,64,1256,1
700,58,1667,0
701,2600,1030,0
702,201,343,0
703,525,1866,0
704,2424,620,1
705,1799,777,0
706,2214,1607,0
707,897,56,0
708,2470,1216,0
709,179,790,0
710,1317,1471,0
711,841,664,0
712,271,1975,1
713,2224,1313,0
714,69,1479,1
715,1400,1413,0
716,977,1772,0
717,1487,1207,0
718,817,1855,0
719,1832,451,0
720,948,1706,1
721,2008,1236,1
722,2288,2238,0
723,71,1926,1
724,204,167,1
725,327,1101,0
726,1745,476,0
727,287,1317,0
728,2130,917,0
729,18,1878,0
730,775,1272,0
731,753,1235,0
732,130,530,0
733,39,228,0
734,1151,562,0
735,368,1870,0
736,932,688,0
737,2155,1679,0
738,49,251,0
739,2178,1459,0
740,1986,913,0
741,698,85,0
742,1459,2259,0
743,368,964,0
744,538,2207,0
745,1993,2104,0
746,826,1604,0
747,1511,184,0
748,2175,722,0
749,863,1088,0
750,396,590,0
751,1777,79,1
752,2191,1924,0
753,2072,1484,1
754,2230,2265,1
755,2354,293,0
756,1616,1906,0
757,1241,451,0
758,1868,2238,1
759,817,1195,0
760,13,1223,1
761,193,1197,0
762,1201,1758,0
763,1136,1148,1
764,94,518,0
765,2167,1585,1
766,2603,1600,0
767,984,1560,0
768,1466,1274,0
769,1489,1455,0
770,1281,108,0
771,617,829,0
772,1211,646,0
773,2319,2052,1
774,781,1576,0
775,1425,1764,0
776,2435,2253,0
777,1124,29,1
778,1394,814,0
779,1395,684,0
780,932,1751,0
781,1639,334,0
782,2421,379,0
783,13,1227,0
784,114,1920,1
785,2520,1953,0
786,857,1507,0
787,219,342,0
788,142,1862,0
789,1583,1527,0
790,229,581,0
791,1652,1486,1
792,469,790,0
793,394,1825,0
794,2518,811,0
795,2085,816,1
796,1788,1771,0
797,2092,2266,0
798,1172,2132,0
799,2385,1163,0
800,2599,47,0
801,2530,420,0
802,1408,2217,1
803,2310,1477,1
804,2162,998,0
805,272,585,1
806,130,516,0
807,408,655,0
808,1789,1304,0
809,2151,998,0
810,366,782,0
811,2435,1167,0
812,1230,1415,1
813,1297,1101,0
814,2052,994,1
815,1347,371,0
816,2427,2260,1
817,87,455,0
818,656,855,0
819,1428,1471,0
820,1242,279,1
821,1275,671,1
822,1811,2196,0
823,1283,240,1
824,934,927,0
825,1801,1626,1
826,169,1473,0
827,1634,858,0
828,194,1995,1
829,1850,2033,0
830,420,1444,0
831,926,494,1
832,450,518,0
833,1668,260,1
834,1496,379,0
835,1385,297,0
836,1170,836,0
837,1160,650,0
838,1105,346,0
839,2342,491,0
840,1355,1576,0
841,1380,744,0
842,943,1679,0
843,19,881,0
844,839,1161,0
845,919,361,0
846,252,791,0
847,2209,373,0
848,2114,2107,0
849,2407,1684,0
850,2126,56,0
851,1291,317,0
852,2601,527,0
853,933,2211,0
854,1316,963,0
855,808,567,0
856,381,578,0
857,1168,1969,0
858,2418,2100,1
859,327,638,0
860,2488,1313,0
861,2140,781,1
862,1663,1321,1
863,89,310,1
864,436,1050,0
865,2613,303,0
866,973,488,0
867,137,379,0
868,1168,1382,0
869,2503,1953,0
870,449,1041,0
871,1046,37,1
872,1930,198,0
873,317,1035,0
874,449,1351,0
875,1466,1048,0
876,1007,862,0
877,1577,1596,0
878,839,998,1
879,1964,281,0
880,1031,1501,1
881,1329,1758,0
882,10,633,0
883,1738,2019,0
884,934,334,1
885,1452,669,0
886,797,1614,0
887,391,726,0
888,2116,304,0
889,1312,1981,0
890,2061,1768,0
891,2118,199,0
892,1103,913,0
893,1689,1472,0
894,987,1274,0
895,644,225,0
896,181,407,0
897,2039,2104,0
898,1030,1217,0
899,1510,1795,0
900,332,1451,0
901,973,1648,0
902,691,618,0
903,2359,2210,0
904,1923,1692,0
905,1690,2063,0
906,1011,1138,0
907,2585,1903,1
908,2115,803,0
909,1219,1694,0
910,2410,1496,0
911,718,2078,0
912,630,780,0
913,2096,1458,0
914,2485,9,1
915,892,1664,0
916,2550,2290,0
917,2277,2063,1
918,2136,1825,0
919,478,1211,0
920,2583,2124,0
921,89,1198,0
922,1610,706,0
923,371,202,0
924,2288,1393,1
925,2563,893,0
926,593,2117,0
927,1257,1197,0
928,393,1667,0
929,1275,1055,0
930,1985,1912,0
931,644,1035,0
932,708,347,0
933,181,1906,0
934,179,1465,0
935,525,0,0
936,977,1927,0
937,137,268,0
938,1737,830,1
939,1279,1622,0
940,1706,60,0
941,1948,405,1
942,1457,835,1
943,2262,1424,1
944,639,1317,0
945,1984,1705,1
946,2595,881,0
947,1125,1948,1
948,2466,1510,1
949,336,2169,1
950,54,696,0
951,54,356,1
952,2376,972,1
953,835,497,0
954,1848,656,1
955,680,1887,1
956,2224,1445,0
957,316,110,0
958,630,964,1
959,1645,226,0
960,817,2043,0
961,12,372,0
962,13,1961,0
963,141,1855,0
964,1471,1032,0
965,1480,855,0
966,420,482,0
967,2148,546,0
968,1491,706,0
969,1151,2152,0
970,1899,2133,0
971,58,1939,0
972,1278,1751,0
973,2494,1787,0
974,760,1399,0
975,106,1013,0
976,749,592,0
977,591,1890,0
978,2081,1205,0
979,449,1026,0
980,330,456,1
981,2209,463,0
982,2351,1981,1
983,1481,1938,0
984,1500,1566,0
985,401,1047,0
986,78,152,0
987,921,1340,0
988,644,66,0
989,519,480,0
990,973,1479,0
991,2341,1413,0
992,562,235,1
993,2169,1614,0
994,95,542,0
995,2596,1681,1
996,1359,1663,0
997,1788,1413,0
998,545,1671,0
999,2474,1924,1
1000,466,1362,0
1001,2068,703,1
1002,1086,533,0
1003,377,1539,0
1004,304,334,0
1005,1322,1449,1
1006,1459,1787,0
1007,3,1479,0
1008,1112,2227,0
1009,2099,1690,0
1010,552,865,0
1011,1268,2024,0
1012,1513,2085,0
1013,2135,1679,0
1014,1346,56,0
1015,2108,755,0
1016,976,1144,0
1017,2528,420,0
1018,2391,226,0
1019,797,1274,0
1020,598,1763,0
1021,1658,1837,0
1022,2578,1913,0
1023,385,2211,0
1024,466,293,0
1025,602,1257,1
1026,1854,2078,0
1027,1078,88,0
1028,791,1831,0
1029,2430,2245,1
1030,1533,1230,0
1031,2245,1517,0
1032,973,246,0
1033,753,883,0
1034,628,1462,0
1035,1564,140,0
1036,1572,1836,0
1037,1369,669,0
1038,1119,379,0
1039,2080,377,1
1040,312,1598,0
1041,2596,386,0
1042,2115,190,1
1043,1883,2022,0
1044,2277,1640,0
1045,198,220,0
1046,1089,817,0
1047,7,777,0
1048,1753,458,0
1049,2486,2250,0
1050,1235,125,0
1051,1233,430,0
1052,233,127,0
1053,911,1469,0
1054,1514,1427,0
1055,883,1023,0
1056,746,243,1
1057,1899,599,0
1058,2581,26,0
1059,1646,591,0
1060,403,1123,0
1061,1904,469,0
1062,11,53,0
1063,2108,1939,0
1064,789,347,0
1065,2298,1963,1
1066,1356,2109,0
1067,2595,1649,0
1068,972,1225,0
1069,931,1707,0
1070,1691,324,1
1071,2447,421,1
1072,110,1722,0
1073,1657,18,0
1074,2574,743,0
1075,932,243,0
1076,1471,1915,0
1077,1082,1535,1
1078,2130,343,0
1079,2019,2210,0
1080,200,1402,0
1081,259,620,0
1082,309,879,0
1083,2452,488,0
1084,1874,104,0
1085,215,535,0
1086,865,1465,0
1087,1678,161,1
1088,1647,1345,0
1089,927,1261,0
1090,2211,917,0
1091,2224,1444,0
1092,883,1074,0
1093,766,1743,0
1094,146,1951,0
1095,228,279,0
1096,371,1217,0
1097,1634,539,0
1098,118,1427,0
1099,1717,1455,0
1100,2470,917,0
1101,1481,18,0
1102,2074,1535,0
1103,1215,1108,0
1104,932,1754,0
1105,1061,347,0
1106,2522,348,1
1107,1159,855,0
1108,1038,1933,0
1109,1794,110,0
1110,1453,1836,0
1111,1836,1415,0
1112,54,1349,0
1113,692,1317,0
1114,2213,1835,1
1115,1364,1338,1
1116,490,547,0
1117,1107,1490,0
1118,518,1081,0
1119,1217,1665,0
1120,804,1663,0
1121,1057,1724,0
1122,1985,1479,0
1123,1706,1992,0
1124,1044,258,1
1125,2535,40,1
1126,632,1128,0
1127,287,1125,0
1128,320,782,0
1129,2511,1837,0
1130,1989,516,0
1131,2171,825,1
1132,69,1159,0
1133,1400,2240,0
1134,2201,957,1
1135,865,1846,0
1136,1323,931,0
1137,388,1460,1
1138,1900,509,1
1139,2296,1123,0
1140,2069,373,0
1141,1706,811,0
1142,2495,1632,0
1143,2591,1814,0
1144,278,957,0
1145,3,591,0
1146,1337,1959,0
1147,69,1915,0
1148,662,500,1
1149,1605,1413,0
1150,690,87,0
1151,313,1816,1
1152,1181,2105,0
1153,1977,1909,1
1154,2181,524,0
1155,1455,542,0
1156,70,989,0
1157,833,1783,0
1158,1481,1048,1
1159,1355,1772,0
1160,2186,768,0
1161,2421,382,0
1162,1753,1614,0
1163,1247,1160,0
1164,153,2211,1
1165,1507,1049,1
1166,973,1427,0
1167,1278,2077,0
1168,356,822,0
1169,2473,382,0
1170,1551,1416,0
1171,1648,980,0
1172,305,1971,0
1173,1374,1842,1
1174,1393,241,1
1175,438,1217,0
1176,1594,880,1
1177,2500,1541,1
1178,342,2188,0
1179,727,198,0
1180,681,2073,1
1181,2558,1100,0
1182,63,259,0
1183,1945,9,0
1184,2470,1189,0
1185,1138,38,0
1186,787,508,1
1187,1598,300,0
1188,693,917,0
1189,873,1229,0
1190,1979,1274,0
1191,2390,1636,0
1192,1634,1084,0
1193,1043,1088,0
1194,1292,1843,1
1195,2524,176,0
1196,2595,1026,1
1197,1738,1854,0
1198,885,1600,0
1199,1729,1601,0
1200,2473,85,0
1201,1899,744,0
1202,1610,2076,0
1203,2456,1154,1
1204,1817,863,0
1205,2183,2239,0
1206,715,1047,0
1207,368,1130,0
1208,715,866,0
1209,656,287,0
1210,1571,90,1
1211,595,445,1
1212,2417,843,1
1213,2191,1601,0
1214,1675,400,0
1215,1354,2009,1
1216,1985,1182,0
1217,1724,1601,0
1218,2313,215,0
1219,2520,1519,0
1220,826,229,0
1221,2571,1422,0
1222,1572,1362,1
1223,466,1455,0
1224,553,2232,1
1225,1143,1132,0
1226,2613,1026,0
1227,2488,1751,0
1228,1965,1160,0
1229,110,336,1
1230,1467,2182,0
1231,146,2207,0
1232,1400,919,0
1233,688,1051,0
1234,2260,925,0
1235,183,1945,0
1236,2062,949,0
1237,1241,1746,0
1238,304,924,0
1239,612,139,1
1240,1955,917,0
1241,928,1769,0
1242,2318,2227,0
1243,2036,780,0
1244,2341,1179,0
1245,1217,1203,0
1246,648,836,0
1247,964,1100,0
1248,2487,2061,0
1249,2008,1560,0
1250,125,2183,0
1251,171,780,0
1252,1839,1009,1
1253,398,1396,1
1254,1406,335,0
1255,1489,199,0
1256,1817,2247,0
1257,995,53,0
1258,1109,1825,0
1259,174,965,1
1260,1671,385,0
1261,857,1462,0
1262,58,1600,0
1263,470,1252,0
1264,452,913,0
1265,2509,343,0
1266,1196,1183,0
1267,1462,290,1
1268,638,1006,1
1269,501,444,0
1270,69,1983,0
1271,2270,1318,0
1272,2514,484,0
1273,2311,1143,1
1274,2294,1715,0
1275,981,1186,0
1276,1985,1987,0
1277,387,924,0
1278,2131,1761,0
1279,1540,1267,0
1280,960,608,0
1281,267,2243,0
1282,94,1570,0
1283,50,118,0
1284,2162,87,0
1285,1675,379,0
1286,612,1306,0
1287,2302,1479,0
1288,838,246,0
1289,1016,582,0
1290,11,1233,0
1291,78,1052,0
1292,2313,1795,0
1293,1298,1086,1
1294,1225,17,1
1295,1969,881,1
1296,2451,1506,0
1297,1577,1847,0
1298,2131,2239,0
1299,2062,964,0
1300,1103,501,0
1301,1416,2275,1
1302,2008,2259,0
1303,1784,1989,1
1304,1304,591,0
1305,1401,2007,0
1306,980,1630,0
1307,245,1215,1
1308,2528,1706,0
1309,2354,1783,0
1310,889,2277,0
1311,2486,1675,0
1312,2556,1661,0
1313,146,215,0
1314,2148,649,0
1315,1304,1572,0
1316,143,1801,0
1317,1452,2124,0
1318,2162,1161,0
1319,1118,591,0
1320,519,913,0
1321,1261,1900,0
1322,1837,427,1
1323,1765,1783,1
1324,1656,1327,0
1325,856,594,0
1326,2197,2078,0
1327,1637,865,0
1328,2598,881,0
1329,149,678,1
1330,561,1209,0
1331,1324,1984,1
1332,1281,375,0
1333,1778,778,0
1334,1859,1458,0
1335,2528,1163,0
1336,1004,343,0
1337,2424,618,0
1338,1030,810,0
1339,2488,1752,0
1340,2571,378,0
1341,593,56,0
1342,299,1830,0
1343,2099,1772,0
1344,2110,1222,0
1345,94,1220,0
1346,183,1641,0
1347,1607,1607,1
1348,1551,1906,0
1349,1218,1019,0
1350,2404,636,0
1351,1713,1432,0
1352,2108,1665,0
1353,133,1650,0
1354,811,576,0
1355,2414,1097,0
1356,1747,866,0
1357,1732,343,0
1358,74,343,0
1359,1639,564,0
1360,1510,2207,0
1361,2107,1934,1
1362,2473,742,0
1363,873,2225,0
1364,2435,1705,0
1365,2296,1048,0
1366,1471,2259,0
1367,287,591,0
1368,2172,1598,1
1369,151,66,0
1370,133,689,0
1371,1089,1632,0
1372,78,1600,0
1373,916,2083,1
1374,470,1513,0
1375,287,1648,0
1376,727,207,0
1377,2184,486,1
1378,2045,1188,1
1379,1369,598,0
1380,1880,1852,1
1381,934,924,0
1382,805,2145,0
1383,1551,1846,0
1384,933,307,0
1385,70,1073,0
1386,2421,1030,0
1387,328,1191,0
1388,1388,763,1
1389,129,1441,0
1390,26,171,0
1391,1018,1295,1
1392,169,1983,0
1393,1484,872,1
1394,2486,990,0
1395,1564,1867,0
1396,2171,1754,0
1397,223,1630,0
1398,181,1075,0
1399,20,1873,0
1400,35,373,0
1401,372,2152,0
1402,1533,889,0
1403,889,1945,1
1404,2558,221,0
1405,267,1663,0
1406,69,1427,0
1407,889,212,0
1408,909,1490,0
1409,2574,1896,1
1410,823,1834,0
1411,1706,1135,0
1412,2595,535,0
1413,1467,1506,0
1414,1452,599,0
1415,726,650,0
1416,1857,1883,0
1417,838,1431,0
1418,1848,745,0
1419,236,1936,0
1420,372,228,0
1421,1702,208,1
1422,653,546,0
1423,1564,1521,0
1424,1914,564,0
1425,2099,565,0
1426,744,981,0
1427,2369,1478,0
1428,612,1957,0
1429,2338,2288,1
1430,895,195,1
1431,1789,1804,0
1432,381,1535,0
1433,856,688,0
1434,2369,1025,0
1435,1458,1202,0
1436,2074,281,0
1437,2562,1031,0
1438,1919,1452,0
1439,69,4,0
1440,1931,1935,1
1441,1116,1122,0
1442,1450,1873,0
1443,658,1209,0
1444,854,1455,0
1445,1892,103,0
1446,661,850,0
1447,1233,1708,0
1448,306,1490,0
1449,995,1872,0
1450,517,418,0
1451,988,586,0
1452,131,334,0
1453,1279,755,0
1454,1685,1052,0
1455,1491,1046,0
1456,2270,1527,1
1457,131,527,0
1458,1951,1138,0
1459,1102,1829,0
1460,153,207,0
1461,1686,2268,1
1462,439,1574,1
1463,2257,520,0
1464,598,382,0
1465,626,710,1
1466,2369,110,0
1467,1254,399,0
1468,0,1909,0
