_id,ltable.id,rtable.id,gold
818,2172,20740,0
819,234,612,0
820,574,39128,0
821,996,47930,0
822,1981,14281,0
823,492,5716,0
824,657,35934,0
825,942,10963,1
826,535,21097,0
827,1893,54938,0
828,601,13281,0
829,1665,953,0
830,2513,3191,0
831,2588,8559,0
832,270,38562,0
833,1129,59852,0
834,612,43625,0
835,1841,29092,0
836,758,23822,0
837,996,50005,0
838,396,19939,0
839,1749,23822,0
840,713,41733,0
841,1842,51042,0
842,2492,6312,0
843,1834,5869,1
844,1843,4585,1
845,1354,38352,0
846,1269,24021,1
847,568,50887,0
848,1543,45648,0
849,2554,27014,0
850,2169,61354,0
851,1981,47752,0
852,1821,38545,0
853,2216,32134,0
854,151,48523,0
855,1423,2195,1
856,2568,42389,0
857,2561,53679,0
858,184,9132,0
859,555,42864,0
860,95,24183,0
861,1979,21042,0
862,562,51916,0
863,640,42063,0
864,2249,36069,0
865,2455,62397,0
866,2335,60603,0
867,1902,40825,1
868,1270,5147,0
869,198,44003,1
870,1671,28422,0
871,2455,56193,0
872,506,48374,0
873,156,45693,0
874,1049,9988,0
875,1200,36937,1
876,1012,7046,0
877,1807,8593,0
878,264,36520,0
879,2466,34299,0
880,2564,23818,0
881,1546,2326,1
882,2568,11823,0
883,1819,62815,1
884,2491,22340,0
885,114,51099,0
886,2587,12067,0
887,151,47010,0
888,1380,13025,0
889,2188,37202,0
890,1481,2604,0
891,1815,24994,0
892,221,5555,1
893,408,14605,0
894,1920,50062,0
895,1944,52851,0
896,1133,63302,0
897,930,7806,0
898,562,28465,0
899,225,32718,1
900,2185,58317,0
901,2538,19704,0
902,204,8178,1
903,1133,24183,0
904,2384,50828,0
905,2564,6409,0
906,277,49953,0
907,1788,52858,0
908,990,52266,1
909,791,2569,1
910,1280,21224,1
911,1270,23695,0
912,2183,42392,0
913,1916,46913,0
914,474,10690,0
915,2362,55072,0
916,1852,36937,0
917,2375,47210,0
918,1247,11170,0
919,1383,37481,0
920,1107,16996,1
921,2383,59578,0
922,1100,62229,1
923,1319,61006,0
924,1082,32041,0
925,1842,40231,0
926,2113,50155,0
927,1154,55562,0
928,612,63294,0
929,1865,5937,0
930,515,36401,0
931,1736,33175,0
932,2255,2055,0
933,2200,37863,0
934,2431,25619,0
935,1526,7235,0
936,632,1183,0
937,31,22508,0
938,1185,17832,0
939,670,6154,0
940,1583,35418,0
941,1583,42562,0
942,2392,32091,0
943,741,32584,0
944,256,34093,1
945,2554,49070,0
946,1342,38842,0
947,2538,31328,0
948,722,27778,0
949,763,27640,0
950,2280,56443,0
951,1735,37940,0
952,1777,37391,1
953,2184,59998,1
954,2005,3473,0
955,1049,9019,0
956,1392,1832,0
957,140,41474,0
958,1157,28977,0
959,1944,16906,0
960,100,30712,0
961,2467,14998,0
962,528,15622,0
963,1721,28214,0
964,247,47199,0
965,1508,6295,0
966,228,40962,0
967,1906,45398,0
968,1829,34408,0
969,1954,1903,1
970,2492,42797,0
971,1841,53356,0
972,2445,7806,0
973,333,16374,0
974,101,9845,1
975,118,63910,1
976,1602,3622,0
977,1953,7844,0
978,996,30325,0
979,1774,27401,1
980,2338,18926,0
981,1583,1043,0
982,329,5278,0
983,2588,2961,0
984,2435,52850,1
985,1953,11368,0
986,1439,24994,0
987,1179,29566,0
988,1856,26416,0
989,2564,51174,0
990,495,39799,1
991,1365,52854,0
992,1249,8398,1
993,936,26901,1
994,307,2509,1
995,1431,31280,0
996,1683,27827,0
997,1341,48794,0
998,381,60456,0
999,43,63635,1
1000,720,2758,0
1001,1840,22490,0
1002,1480,62028,0
1003,95,44203,0
1004,498,59251,0
1005,1981,22722,0
1006,2270,34668,0
1007,658,24437,0
1008,2277,21351,0
1009,1829,26775,0
1010,2185,23948,0
1011,758,4680,0
1012,758,39419,0
1013,720,37724,0
1014,1953,50901,0
1015,1015,13223,0
1016,1767,41701,0
1017,1316,11775,0
1018,604,12466,0
1019,1203,46454,0
1020,1254,17625,1
1021,2256,26179,0
1022,741,38677,0
1023,1578,17285,0
1024,2579,49443,1
1025,2614,24194,1
1026,1856,926,0
1027,1482,33641,0
1028,1510,23877,1
1029,2513,46429,0
1030,754,31572,1
1031,1233,23180,1
1032,631,7572,0
1033,1932,50737,1
1034,2487,27703,0
1035,156,53196,0
1036,618,24138,0
1037,2506,52181,0
1038,775,25702,1
1039,1165,39163,0
1040,2303,7534,0
1041,1901,33577,0
1042,2420,32512,0
1043,2082,59081,0
1044,1454,7905,1
1045,41,11056,0
1046,1260,33156,0
1047,65,43392,0
1048,1288,52703,0
1049,996,18487,0
1050,2565,48032,0
1051,960,42022,0
1052,1529,28465,0
1053,570,19923,0
1054,501,9519,1
1055,2300,8802,0
1056,1140,45553,1
1057,95,20258,1
1058,2568,7781,0
1059,1912,30105,1
1060,82,23500,0
1061,1616,3018,0
1062,2256,17062,0
1063,2281,32134,0
1064,1074,56771,0
1065,1592,56204,1
1066,452,5935,0
1067,2486,43717,0
1068,713,34940,0
1069,2466,46326,0
1070,2581,48750,0
1071,604,1183,0
1072,234,8627,0
1073,996,58317,0
1074,835,48571,0
1075,1110,35462,1
1076,126,32174,0
1077,1346,27523,0
1078,212,63200,1
1079,2128,14556,0
1080,210,41457,0
1081,2406,54302,0
1082,632,15934,0
1083,1826,34075,0
1084,1829,10241,0
1085,40,16353,0
1086,2107,10139,1
1087,792,17599,1
1088,2558,43978,0
1089,797,9426,0
1090,1361,35588,0
1091,778,41703,0
1092,589,10611,1
1093,1364,13262,0
1094,111,39760,0
1095,846,23658,0
1096,1487,47824,1
1097,1462,21956,0
1098,1397,34498,0
1099,1037,40053,0
1100,1829,61117,0
1101,1111,17855,1
1102,2232,53270,0
1103,483,6348,0
1104,2522,54803,0
1105,788,28789,1
1106,1829,59307,0
1107,2300,23774,0
1108,1816,39032,0
1109,1342,32134,0
1110,1633,28132,0
1111,1612,19441,0
1112,182,53772,0
1113,1392,37809,1
1114,997,41759,1
1115,350,58198,0
1116,771,31216,0
1117,2568,63089,0
1118,1235,52688,1
1119,2140,57319,0
1120,88,41242,0
1121,1616,46291,0
1122,960,3018,0
1123,1105,44406,0
1124,1151,44117,0
1125,2431,2488,0
1126,601,52709,0
1127,1968,16881,0
1128,612,55055,0
1129,1868,37936,0
1130,2517,19180,1
1131,525,11260,0
1132,1094,13843,0
1133,659,8129,0
1134,1975,59558,0
1135,267,2235,0
1136,807,56137,0
1137,1522,53419,1
1138,2293,57380,1
1139,1523,12019,0
1140,1068,44664,0
1141,1761,3132,0
1142,1712,53104,0
1143,333,40686,0
1144,837,25574,1
1145,95,7781,1
1146,2563,44470,1
1147,464,5737,1
1148,2359,29396,0
1149,1547,63803,1
1150,1607,58152,1
1151,95,17648,0
1152,1494,35507,1
1153,1848,63803,0
1154,2211,2577,0
1155,2152,63933,1
1156,526,2870,0
1157,267,12540,0
1158,1264,18854,0
1159,462,64261,0
1160,2510,16807,0
1161,357,50601,0
1162,1953,20602,0
1163,2195,10695,0
1164,2113,36935,0
1165,692,55447,1
1166,2161,28746,0
1167,771,6348,0
1168,1867,46133,0
1169,667,61844,0
1170,1549,63519,0
1171,2396,18168,0
1172,1341,45459,0
1173,1492,62913,1
1174,1336,14554,1
1175,1868,13731,0
1176,1451,26223,1
1177,2563,55077,0
1178,703,17892,0
1179,1364,6850,0
1180,136,47846,0
1181,2203,36689,0
1182,2559,56760,0
1183,1867,18567,0
1184,506,7012,0
1185,1556,34442,0
1186,2568,55264,0
1187,1145,6054,0
1188,2101,17005,0
1189,612,7065,0
1190,713,22340,0
1191,595,20104,0
1192,1529,43737,0
1193,2280,9936,0
1194,2564,38545,0
1195,2483,2170,0
1196,1683,28758,0
1197,670,9716,0
1198,791,7208,1
1199,2392,1671,0
1200,1660,35698,1
1201,1367,58809,0
1202,337,28587,0
1203,2036,23133,0
1204,2342,50755,0
1205,1513,47845,0
1206,343,44851,0
1207,2280,10637,0
1208,2186,14595,1
1209,1431,32433,0
1210,17,4146,0
1211,1207,20214,1
1212,1135,52426,0
1213,280,43474,0
1214,1138,15380,1
1215,888,14565,1
1216,652,45113,0
1217,1431,12263,0
1218,610,51084,0
1219,1539,53553,0
1220,1561,58252,0
1221,593,34949,1
1222,677,3716,1
1223,1014,62665,0
1224,2388,14281,0
1225,2374,18632,0
1226,797,21296,0
1227,570,2161,0
1228,2489,31331,0
1229,954,49043,0
1230,1082,45010,0
1231,563,30082,0
1232,1790,55615,1
1233,570,11056,0
1234,1921,22056,0
1235,1812,62941,0
1236,2125,49918,0
1237,2410,35853,0
1238,1051,16833,0
1239,1665,60210,0
1240,528,25396,0
1241,2462,27855,0
1242,2076,1887,0
1243,395,39150,1
1244,2310,61072,0
1245,813,7529,0
1246,2559,47010,0
1247,1846,22024,0
1248,1007,19062,1
1249,1367,7776,0
1250,1953,55545,0
1251,1407,56304,0
1252,1776,57675,0
1253,203,55610,0
1254,494,9491,0
1255,1362,7374,0
1256,203,54213,0
1257,1162,51169,1
1258,2552,24504,0
1259,867,12061,1
1260,995,23118,0
1261,2431,18926,0
1262,120,54174,0
1263,1543,20258,0
1264,1901,33729,0
1265,562,58524,0
1266,1883,29125,0
1267,520,45743,0
1268,2049,34997,0
1269,2154,5615,0
1270,807,47824,0
1271,1841,9039,0
1272,182,39692,0
1273,996,46640,0
1274,95,27198,1
1275,1161,42961,1
1276,612,44736,0
1277,2388,41405,0
1278,667,16881,0
1279,2320,57236,0
1280,432,5553,0
1281,1594,21786,1
1282,98,53225,0
1283,1749,2870,0
1284,1248,60624,0
1285,505,11758,0
1286,2219,16192,0
1287,95,24667,0
1288,2228,57104,0
1289,2418,35979,0
1290,1073,11028,1
1291,2421,4643,0
1292,1925,50546,0
1293,2303,15620,1
1294,2161,6889,0
1295,2531,43308,0
1296,150,33960,0
1297,1841,22490,0
1298,554,46444,0
1299,2392,34737,0
1300,2020,4798,1
1301,781,38846,0
1302,644,31743,0
1303,1529,24018,0
1304,1264,35825,0
1305,1890,34389,1
1306,283,13398,1
1307,453,38759,0
1308,516,61266,1
1309,736,10163,0
1310,659,13262,0
1311,519,62155,0
1312,1953,42476,0
1313,2125,21637,0
1314,1829,20624,0
1315,197,60992,0
1316,1829,43016,0
1317,598,50551,0
1318,1143,50675,1
1319,1095,35868,1
1320,2527,55260,1
1321,1934,63899,0
1322,1152,49711,0
1323,138,34846,0
1324,1802,6596,0
1325,44,53611,0
1326,631,30895,0
1327,1408,36351,0
1328,1868,53757,1
1329,401,24504,0
1330,1508,5338,0
1331,2579,63839,0
1332,2466,1113,0
1333,1703,41813,0
1334,1341,50550,0
1335,95,8868,1
1336,604,41821,0
1337,1852,56940,0
1338,2309,15345,1
1339,1510,57989,1
1340,1025,50621,1
1341,1665,39297,0
1342,914,11853,1
1343,1901,44425,0
1344,1544,8379,1
1345,95,34209,0
1346,2525,7215,0
1347,2432,59202,0
1348,1671,25566,0
1349,2303,28431,1
1350,1635,40767,0
1351,1815,30895,0
1352,54,50156,1
1353,1519,17415,1
1354,1960,12904,0
1355,2445,47172,0
1356,758,37765,0
1357,612,35665,0
1358,1028,26913,1
1359,2323,58990,1
1360,1401,23109,0
1361,1826,17317,0
1362,2466,31468,0
1363,318,27009,0
1364,562,6409,0
1365,40,7208,0
1366,544,35400,1
1367,2443,1113,0
1368,1336,47486,0
1369,1221,53104,0
1370,1397,59334,0
1371,1317,4701,1
1372,716,21921,0
1373,2338,63938,0
1374,2019,62683,1
1375,120,7729,0
1376,1872,60617,0
1377,562,28180,0
1378,1583,29808,0
1379,1854,59187,1
1380,2466,13325,0
1381,1421,7606,1
1382,658,18894,0
1383,781,25371,0
1384,2554,63981,0
1385,1827,5278,0
1386,570,38879,0
1387,858,2389,0
1388,2294,34226,0
1389,1133,32611,0
1390,155,50887,0
1391,842,31328,0
1392,529,16604,0
1393,1350,58524,0
1394,363,40965,0
1395,647,38842,0
1396,1011,21272,1
1397,2279,41598,0
1398,2437,6958,1
1399,95,38474,0
1400,810,43330,1
1401,2481,2004,0
1402,342,38562,0
1403,1980,39695,0
1404,1749,57193,0
1405,180,48523,0
1406,329,53053,0
1407,2560,17566,0
1408,361,42334,0
